--------------------------------	
2008.5	384.73904
2009.5	386.28000
2010.5	388.71704
2011.5	390.94406
2012.5	393.01599
2013.5	395.72501
2014.5	397.54700
2015.5	399.9490967
2016.5	403.1169739
2017.5	405.7619629
2018.5	408.631958
2019.5	411.5059509
2020.5	414.3899536
2021.5	417.2869568
2022.5	420.1979675
2023.5	423.1249695
2024.5	426.0689697
2025.5	429.0299683
2026.5	432.0109558
2027.5	435.0119629
2028.5	438.032959
2029.5	441.0769653
2030.5	444.1429443
2031.5	447.2319641
2032.5	450.3329468
2033.5	453.434967
2034.5	456.5409546
2035.5	459.651947
2036.5	462.7699585
2037.5	465.8969421
2038.5	469.032959
2039.5	472.1789551
2040.5	475.335968
2041.5	478.5039673
2042.5	481.6739502
2043.5	484.8379517
2044.5	487.9959412
2045.5	491.1499634
2046.5	494.2999573
2047.5	497.4469604
2048.5	500.5919495
2049.5	503.7339478
2050.5	506.8749695
2051.5	510.0139465
2052.5	513.1369629
2053.5	516.2299805
2054.5	519.2919312
2055.5	522.3259277
2056.5	525.3319702
2057.5	528.3099365
2058.5	531.2609863
2059.5	534.1859741
2060.5	537.0849609
2061.5	539.9579468
2062.5	542.7949829
2063.5	545.5869751
2064.5	548.3349609
2065.5	551.0389404
2066.5	553.6999512
2067.5	556.3189697
2068.5	558.8949585
2069.5	561.4309692
2070.5	563.9249878
2071.5	566.3799438
2072.5	568.7719727
2073.5	571.0829468
2074.5	573.3139648
2075.5	575.4659424
2076.5	577.539978
2077.5	579.5369873
2078.5	581.4579468
2079.5	583.3039551
2080.5	585.0739746
2081.5	586.7699585
2082.5	588.3779907
2083.5	589.8859863
2084.5	591.2959595
2085.5	592.6089478
2086.5	593.8249512
2087.5	594.9449463
2088.5	595.9699707
2089.5	596.8999634
2090.5	597.7349854
2091.5	598.4769897
2092.5	599.1499634
2093.5	599.776001
2094.5	600.3549805
2095.5	600.8859863
2096.5	601.3659668
2097.5	601.7969971
2098.5	602.177002
2099.5	602.5050049
2100.5	602.7819824
2101.5	603.0050049
2102.5	603.2179565
2103.5	603.4589844
2104.5	603.723999
2105.5	604.0119629
2106.5	604.3219604
2107.5	604.6499634
2108.5	604.9959717
2109.5	605.3569946
2110.5	605.7340088
2111.5	606.1239624
2112.5	606.5269775
2113.5	606.9420166
2114.5	607.3670044
2115.5	607.8029785
2116.5	608.2479858
2117.5	608.7009888
2118.5	609.1629639
2119.5	609.6329956
2120.5	610.1099854
2121.5	610.5929565
2122.5	611.0819702
2123.5	611.5780029
2124.5	612.0789795
2125.5	612.5849609
2126.5	613.0949707
2127.5	613.6109619
2128.5	614.1300049
2129.5	614.6539917
2130.5	615.1809692
2131.5	615.7119751
2132.5	616.2459717
2133.5	616.7839966
2134.5	617.3239746
2135.5	617.8670044
2136.5	618.4129639
2137.5	618.9609985
2138.5	619.5119629
2139.5	620.0639648
2140.5	620.6190186
2141.5	621.1759644
2142.5	621.7340088
2143.5	622.2949829
2144.5	622.8569946
2145.5	623.4199829
2146.5	623.9849854
2147.5	624.5509644
2148.5	625.1190186
2149.5	625.6870117
2150.5	626.257019
2151.5	626.8280029
2152.5	627.3939819
2153.5	627.9489746
2154.5	628.4940186
2155.5	629.0269775
2156.5	629.5509644
2157.5	630.0639648
2158.5	630.5670166
2159.5	631.0609741
2160.5	631.5440063
2161.5	632.0169678
2162.5	632.4810181
2163.5	632.934021
2164.5	633.3779907
2165.5	633.8129883
2166.5	634.2379761
2167.5	634.6530151
2168.5	635.059021
2169.5	635.4550171
2170.5	635.84198
2171.5	636.2189941
2172.5	636.5869751
2173.5	636.9450073
2174.5	637.2940063
2175.5	637.6339722
2176.5	637.9639893
2177.5	638.2849731
2178.5	638.5969849
2179.5	638.8989868
2180.5	639.1920166
2181.5	639.4749756
2182.5	639.75
2183.5	640.0150146
2184.5	640.2700195
2185.5	640.5169678
2186.5	640.7539673
2187.5	640.9819946
2188.5	641.2000122
2189.5	641.4099731
2190.5	641.6099854
2191.5	641.8009644
2192.5	641.9819946
2193.5	642.1549683
2194.5	642.3179932
2195.5	642.4719849
2196.5	642.6170044
2197.5	642.7520142
2198.5	642.8789673
2199.5	642.9959717
2200.5	643.1040039
2201.5	643.2030029
2202.5	643.2919922
2203.5	643.3729858
2204.5	643.4439697
2205.5	643.5059814
2206.5	643.559021
2207.5	643.6029663
2208.5	643.6380005
2209.5	643.6630249
2210.5	643.6799927
2211.5	643.6870117
2212.5	643.6859741
2213.5	643.6749878
2214.5	643.6549683
2215.5	643.6259766
2216.5	643.5880127
2217.5	643.539978
2218.5	643.4840088
2219.5	643.4190063
2220.5	643.3449707
2221.5	643.2609863
2222.5	643.1690063
2223.5	643.0670166
2224.5	642.9569702
2225.5	642.8380127
2226.5	642.7089844
2227.5	642.5720215
2228.5	642.4249878
2229.5	642.2700195
2230.5	642.1060181
2231.5	641.9329834
2232.5	641.75
2233.5	641.559021
2234.5	641.3590088
2235.5	641.1500244
2236.5	640.9320068
2237.5	640.7059937
2238.5	640.4699707
2239.5	640.2260132
2240.5	639.9730225
2241.5	639.7109985
2242.5	639.4400024
2243.5	639.1599731
2244.5	638.8720093
2245.5	638.5739746
2246.5	638.2680054
2247.5	637.9539795
2248.5	637.6300049
2249.5	637.2979736
2250.5	636.9569702
2251.5	636.6069946
2252.5	636.2550049
2253.5	635.9069824
2254.5	635.5599976
2255.5	635.2160034
2256.5	634.8729858
2257.5	634.5319824
2258.5	634.1929932
2259.5	633.8549805
2260.5	633.5180054
2261.5	633.1829834
2262.5	632.848999
2263.5	632.5170288
2264.5	632.1859741
2265.5	631.8569946
2266.5	631.5289917
2267.5	631.2030029
2268.5	630.8790283
2269.5	630.5559692
2270.5	630.2340088
2271.5	629.914978
2272.5	629.5969849
2273.5	629.2800293
2274.5	628.9660034
2275.5	628.6530151
2276.5	628.3410034
2277.5	628.0310059
2278.5	627.7230225
2279.5	627.4169922
2280.5	627.1119995
2281.5	626.8079834
2282.5	626.5059814
2283.5	626.2059937
2284.5	625.9069824
2285.5	625.6099854
2286.5	625.3140259
2287.5	625.0200195
2288.5	624.7269897
2289.5	624.4359741
2290.5	624.1459961
2291.5	623.8569946
2292.5	623.5700073
2293.5	623.2839966
2294.5	622.9990234
2295.5	622.7160034
2296.5	622.434021
2297.5	622.1530151
2298.5	621.8729858
2299.5	621.5949707
2300.5	621.3179932
2301.5	621.0419922
2302.5	620.7670288
2303.5	620.4940186
2304.5	620.2210083
2305.5	619.9500122
2306.5	619.6799927
2307.5	619.4099731
2308.5	619.1420288
2309.5	618.875
2310.5	618.6090088
2311.5	618.3449707
2312.5	618.0809937
2313.5	617.8179932
2314.5	617.5559692
2315.5	617.2949829
2316.5	617.0349731
2317.5	616.776001
2318.5	616.5180054
2319.5	616.2609863
2320.5	616.0040283
2321.5	615.7490234
2322.5	615.4949951
2323.5	615.2410278
2324.5	614.9879761
2325.5	614.7360229
2326.5	614.4849854
2327.5	614.2349854
2328.5	613.9860229
2329.5	613.7369995
2330.5	613.4899902
2331.5	613.242981
2332.5	612.9970093
2333.5	612.7520142
2334.5	612.507019
2335.5	612.2630005
2336.5	612.0200195
2337.5	611.7780151
2338.5	611.5369873
2339.5	611.2960205
2340.5	611.0559692
2341.5	610.815979
2342.5	610.5780029
2343.5	610.3400269
2344.5	610.1030273
2345.5	609.8660278
2346.5	609.6300049
2347.5	609.3950195
2348.5	609.1610107
2349.5	608.927002
2350.5	608.6939697
2351.5	608.4619751
2352.5	608.2299805
2353.5	607.9990234
2354.5	607.7680054
2355.5	607.5380249
2356.5	607.309021
2357.5	607.0800171
2358.5	606.8519897
2359.5	606.625
2360.5	606.3980103
2361.5	606.1710205
2362.5	605.9459839
2363.5	605.7210083
2364.5	605.4959717
2365.5	605.2719727
2366.5	605.0490112
2367.5	604.8259888
2368.5	604.6040039
2369.5	604.382019
2370.5	604.1610107
2371.5	603.940979
2372.5	603.7210083
2373.5	603.5009766
2374.5	603.2819824
2375.5	603.0640259
2376.5	602.8460083
2377.5	602.6279907
2378.5	602.4110107
2379.5	602.1950073
2380.5	601.9790039
2381.5	601.7639771
2382.5	601.5490112
2383.5	601.3339844
2384.5	601.1199951
2385.5	600.9069824
2386.5	600.6939697
2387.5	600.4819946
2388.5	600.2700195
2389.5	600.0579834
2390.5	599.8469849
2391.5	599.6359863
2392.5	599.4260254
2393.5	599.2160034
2394.5	599.007019
2395.5	598.7979736
2396.5	598.5900269
2397.5	598.382019
2398.5	598.1740112
2399.5	597.96698
2400.5	597.7600098
2401.5	597.5540161
2402.5	597.3480225
2403.5	597.1420288
2404.5	596.9370117
2405.5	596.7319946
2406.5	596.5280151
2407.5	596.3239746
2408.5	596.1209717
2409.5	595.9169922
2410.5	595.7150269
2411.5	595.5120239
2412.5	595.3099976
2413.5	595.1079712
2414.5	594.9069824
2415.5	594.7059937
2416.5	594.5050049
2417.5	594.3049927
2418.5	594.1049805
2419.5	593.9050293
2420.5	593.7059937
2421.5	593.507019
2422.5	593.3079834
2423.5	593.1090088
2424.5	592.9110107
2425.5	592.7139893
2426.5	592.5159912
2427.5	592.3200073
2428.5	592.1240234
2429.5	591.9279785
2430.5	591.7319946
2431.5	591.5380249
2432.5	591.3430176
2433.5	591.1489868
2434.5	590.9559937
2435.5	590.7630005
2436.5	590.5700073
2437.5	590.3779907
2438.5	590.1870117
2439.5	589.9949951
2440.5	589.8049927
2441.5	589.6140137
2442.5	589.4249878
2443.5	589.2349854
2444.5	589.0460205
2445.5	588.8579712
2446.5	588.6690063
2447.5	588.4819946
2448.5	588.2940063
2449.5	588.1079712
2450.5	587.9210205
2451.5	587.7349854
2452.5	587.5499878
2453.5	587.3640137
2454.5	587.1799927
2455.5	586.9949951
2456.5	586.8109741
2457.5	586.6279907
2458.5	586.4450073
2459.5	586.2620239
2460.5	586.0800171
2461.5	585.8980103
2462.5	585.7160034
2463.5	585.5349731
2464.5	585.3540039
2465.5	585.1740112
2466.5	584.9940186
2467.5	584.8140259
2468.5	584.6350098
2469.5	584.4559937
2470.5	584.2780151
2471.5	584.0999756
2472.5	583.9219971
2473.5	583.7449951
2474.5	583.5679932
2475.5	583.3909912
2476.5	583.2150269
2477.5	583.039978
2478.5	582.8640137
2479.5	582.6890259
2480.5	582.5139771
2481.5	582.3400269
2482.5	582.1660156
2483.5	581.992981
2484.5	581.8189697
2485.5	581.6469727
2486.5	581.473999
2487.5	581.302002
2488.5	581.1300049
2489.5	580.9589844
2490.5	580.7880249
2491.5	580.6170044
2492.5	580.4470215
2493.5	580.2769775
2494.5	580.1069946
2495.5	579.9379883
2496.5	579.7689819
2497.5	579.5999756
2498.5	579.4320068
2499.5	579.2639771
2500.5	579.1799927
