--------------------------------	
2008.5	384.73904
2009.5	386.28000
2010.5	388.71704
2011.5	390.94406
2012.5	393.01599
2013.5	395.72501
2014.5	397.54700
2015.5	399.9487305
2016.5	403.1169739
2017.5	405.7999573
2018.5	408.782959
2019.5	411.8409729
2020.5	414.9819641
2021.5	418.2049561
2022.5	421.5299683
2023.5	424.9689636
2024.5	428.5199585
2025.5	432.1819458
2026.5	435.953949
2027.5	439.8349609
2028.5	443.8239441
2029.5	447.9239502
2030.5	452.131958
2031.5	456.4519348
2032.5	460.8939514
2033.5	465.4699402
2034.5	470.1789551
2035.5	475.0209351
2036.5	479.9949341
2037.5	485.1019287
2038.5	490.3439331
2039.5	495.7199402
2040.5	501.2329407
2041.5	506.8829346
2042.5	512.4729614
2043.5	517.8179321
2044.5	522.9369507
2045.5	527.8389282
2046.5	532.5319214
2047.5	537.0229492
2048.5	541.315918
2049.5	545.4139404
2050.5	549.3189697
2051.5	553.0349731
2052.5	556.4659424
2053.5	559.5239868
2054.5	562.21698
2055.5	564.5509644
2056.5	566.5299683
2057.5	568.1599731
2058.5	569.4429932
2059.5	570.3839722
2060.5	570.9859619
2061.5	571.2520142
2062.5	571.2559814
2063.5	571.0650024
2064.5	570.677002
2065.5	570.0880127
2066.5	569.2990112
2067.5	568.309021
2068.5	567.1170044
2069.5	565.723999
2070.5	564.1300049
2071.5	562.3370361
2072.5	560.4280396
2073.5	558.4830322
2074.5	556.4949951
2075.5	554.4620361
2076.5	552.3800049
2077.5	550.2470093
2078.5	548.0620117
2079.5	545.822998
2080.5	543.5280151
2081.5	541.1780396
2082.5	538.8040161
2083.5	536.4390259
2084.5	534.0780029
2085.5	531.7189941
2086.5	529.3610229
2087.5	527.0029907
2088.5	524.6420288
2089.5	522.2770386
2090.5	519.9070435
2091.5	517.5310059
2092.5	515.1600342
2093.5	512.8049927
2094.5	510.4640198
2095.5	508.1350098
2096.5	505.8180237
2097.5	503.5110168
2098.5	501.2140198
2099.5	498.9250183
2100.5	496.6440125
2101.5	494.3700256
2102.5	492.1150208
2103.5	489.8900146
2104.5	487.6930237
2105.5	485.5240173
2106.5	483.3800049
2107.5	481.2620239
2108.5	479.1690063
2109.5	477.0990295
2110.5	475.0520325
2111.5	473.0270081
2112.5	471.0240173
2113.5	469.0410156
2114.5	467.07901
2115.5	465.1360168
2116.5	463.2120056
2117.5	461.3070068
2118.5	459.4200134
2119.5	457.5500183
2120.5	455.6970215
2121.5	453.8610229
2122.5	452.0410156
2123.5	450.2360229
2124.5	448.4470215
2125.5	446.6720276
2126.5	444.9120178
2127.5	443.1670227
2128.5	441.4370117
2129.5	439.7210083
2130.5	438.0190125
2131.5	436.3310242
2132.5	434.6570129
2133.5	432.9960327
2134.5	431.3480225
2135.5	429.7130127
2136.5	428.0900269
2137.5	426.480011
2138.5	424.882019
2139.5	423.2950134
2140.5	421.7210083
2141.5	420.1570129
2142.5	418.6460266
2143.5	417.2220154
2144.5	415.8800049
2145.5	414.6190186
2146.5	413.4330139
2147.5	412.3210144
2148.5	411.2810059
2149.5	410.309021
2150.5	409.4040222
2151.5	408.5630188
2152.5	407.7850037
2153.5	407.0670166
2154.5	406.40802
2155.5	405.8080139
2156.5	405.2640076
2157.5	404.7770081
2158.5	404.3460083
2159.5	403.9680176
2160.5	403.6450195
2161.5	403.3739929
2162.5	403.1549988
2163.5	402.9880066
2164.5	402.8710022
2165.5	402.8049927
2166.5	402.7879944
2167.5	402.8200073
2168.5	402.901001
2169.5	403.0299988
2170.5	403.2070007
2171.5	403.4309998
2172.5	403.6619873
2173.5	403.8630066
2174.5	404.0390015
2175.5	404.1919861
2176.5	404.3250122
2177.5	404.4400024
2178.5	404.5400085
2179.5	404.625
2180.5	404.697998
2181.5	404.7590027
2182.5	404.8089905
2183.5	404.8500061
2184.5	404.8819885
2185.5	404.9060059
2186.5	404.9219971
2187.5	404.9320068
2188.5	404.9349976
2189.5	404.9330139
2190.5	404.9259949
2191.5	404.9159851
2192.5	404.901001
2193.5	404.8829956
2194.5	404.8609924
2195.5	404.8359985
2196.5	404.8089905
2197.5	404.7789917
2198.5	404.7470093
2199.5	404.7120056
2200.5	404.6759949
2201.5	404.6369934
2202.5	404.5969849
2203.5	404.5549927
2204.5	404.5119934
2205.5	404.4670105
2206.5	404.42099
2207.5	404.3739929
2208.5	404.3259888
2209.5	404.276001
2210.5	404.2260132
2211.5	404.1749878
2212.5	404.1229858
2213.5	404.0700073
2214.5	404.0159912
2215.5	403.9620056
2216.5	403.9070129
2217.5	403.8510132
2218.5	403.7950134
2219.5	403.7390137
2220.5	403.6809998
2221.5	403.6239929
2222.5	403.5650024
2223.5	403.5069885
2224.5	403.447998
2225.5	403.3890076
2226.5	403.32901
2227.5	403.2690125
2228.5	403.2080078
2229.5	403.1470032
2230.5	403.0859985
2231.5	403.0249939
2232.5	402.9630127
2233.5	402.901001
2234.5	402.8380127
2235.5	402.7749939
2236.5	402.7120056
2237.5	402.6489868
2238.5	402.5849915
2239.5	402.5209961
2240.5	402.4559937
2241.5	402.3919983
2242.5	402.3269958
2243.5	402.2609863
2244.5	402.1950073
2245.5	402.1289978
2246.5	402.0629883
2247.5	401.9960022
2248.5	401.9289856
2249.5	401.8619995
2250.5	401.7950134
2251.5	401.7290039
2252.5	401.6619873
2253.5	401.5960083
2254.5	401.5289917
2255.5	401.4630127
2256.5	401.3959961
2257.5	401.32901
2258.5	401.2609863
2259.5	401.1940002
2260.5	401.1270142
2261.5	401.0589905
2262.5	400.9909973
2263.5	400.9230042
2264.5	400.855011
2265.5	400.7879944
2266.5	400.7200012
2267.5	400.6520081
2268.5	400.5840149
2269.5	400.5159912
2270.5	400.447998
2271.5	400.3800049
2272.5	400.3120117
2273.5	400.2449951
2274.5	400.177002
2275.5	400.1099854
2276.5	400.0419922
2277.5	399.9750061
2278.5	399.9079895
2279.5	399.8410034
2280.5	399.7730103
2281.5	399.7070007
2282.5	399.6400146
2283.5	399.572998
2284.5	399.506012
2285.5	399.4400024
2286.5	399.3739929
2287.5	399.3070068
2288.5	399.2409973
2289.5	399.1749878
2290.5	399.1099854
2291.5	399.0440063
2292.5	398.9779968
2293.5	398.9129944
2294.5	398.8469849
2295.5	398.7820129
2296.5	398.7170105
2297.5	398.6520081
2298.5	398.5870056
2299.5	398.5230103
2300.5	398.4580078
2301.5	398.3940125
2302.5	398.32901
2303.5	398.2650146
2304.5	398.2009888
2305.5	398.1369934
2306.5	398.072998
2307.5	398.0090027
2308.5	397.9460144
2309.5	397.8819885
2310.5	397.8190002
2311.5	397.7550049
2312.5	397.6919861
2313.5	397.6289978
2314.5	397.5660095
2315.5	397.5029907
2316.5	397.4400024
2317.5	397.3779907
2318.5	397.3150024
2319.5	397.2529907
2320.5	397.1900024
2321.5	397.1279907
2322.5	397.0660095
2323.5	397.0039978
2324.5	396.9419861
2325.5	396.8800049
2326.5	396.8179932
2327.5	396.756012
2328.5	396.6940002
2329.5	396.6329956
2330.5	396.5710144
2331.5	396.5100098
2332.5	396.447998
2333.5	396.3869934
2334.5	396.3250122
2335.5	396.2640076
2336.5	396.2030029
2337.5	396.1409912
2338.5	396.0799866
2339.5	396.0190125
2340.5	395.9580078
2341.5	395.8970032
2342.5	395.8359985
2343.5	395.7739868
2344.5	395.7130127
2345.5	395.6520081
2346.5	395.5910034
2347.5	395.5299988
2348.5	395.4689941
2349.5	395.4070129
2350.5	395.3460083
2351.5	395.2850037
2352.5	395.2229919
2353.5	395.1619873
2354.5	395.1000061
2355.5	395.0390015
2356.5	394.9779968
2357.5	394.9159851
2358.5	394.855011
2359.5	394.7950134
2360.5	394.7340088
2361.5	394.6740112
2362.5	394.6130066
2363.5	394.553009
2364.5	394.4930115
2365.5	394.4339905
2366.5	394.3739929
2367.5	394.3150024
2368.5	394.256012
2369.5	394.1960144
2370.5	394.1380005
2371.5	394.07901
2372.5	394.019989
2373.5	393.9620056
2374.5	393.9029846
2375.5	393.8450012
2376.5	393.7869873
2377.5	393.7290039
2378.5	393.67099
2379.5	393.6140137
2380.5	393.5559998
2381.5	393.4989929
2382.5	393.4419861
2383.5	393.3850098
2384.5	393.3280029
2385.5	393.2709961
2386.5	393.2139893
2387.5	393.1579895
2388.5	393.1010132
2389.5	393.0450134
2390.5	392.9890137
2391.5	392.9330139
2392.5	392.8770142
2393.5	392.8210144
2394.5	392.7650146
2395.5	392.7099915
2396.5	392.6539917
2397.5	392.598999
2398.5	392.5440063
2399.5	392.4890137
2400.5	392.4339905
2401.5	392.3789978
2402.5	392.3240051
2403.5	392.2690125
2404.5	392.2149963
2405.5	392.1600037
2406.5	392.1059875
2407.5	392.052002
2408.5	391.9979858
2409.5	391.9440002
2410.5	391.8900146
2411.5	391.8359985
2412.5	391.7829895
2413.5	391.7290039
2414.5	391.6759949
2415.5	391.6229858
2416.5	391.5690002
2417.5	391.5159912
2418.5	391.4630127
2419.5	391.4100037
2420.5	391.3580017
2421.5	391.3049927
2422.5	391.2520142
2423.5	391.2000122
2424.5	391.1470032
2425.5	391.0950012
2426.5	391.0429993
2427.5	390.9909973
2428.5	390.9389954
2429.5	390.8869934
2430.5	390.8349915
2431.5	390.7839966
2432.5	390.7319946
2433.5	390.6809998
2434.5	390.6289978
2435.5	390.5780029
2436.5	390.5270081
2437.5	390.4760132
2438.5	390.4249878
2439.5	390.3739929
2440.5	390.322998
2441.5	390.2720032
2442.5	390.2210083
2443.5	390.17099
2444.5	390.1210022
2445.5	390.0700073
2446.5	390.019989
2447.5	389.9700012
2448.5	389.9200134
2449.5	389.8699951
2450.5	389.8200073
2451.5	389.769989
2452.5	389.7200012
2453.5	389.67099
2454.5	389.6210022
2455.5	389.571991
2456.5	389.5220032
2457.5	389.4729919
2458.5	389.4240112
2459.5	389.375
2460.5	389.3259888
2461.5	389.2770081
2462.5	389.2279968
2463.5	389.1789856
2464.5	389.131012
2465.5	389.0820007
2466.5	389.0329895
2467.5	388.9849854
2468.5	388.9370117
2469.5	388.8880005
2470.5	388.8399963
2471.5	388.7919922
2472.5	388.743988
2473.5	388.6960144
2474.5	388.6480103
2475.5	388.6010132
2476.5	388.553009
2477.5	388.5050049
2478.5	388.4580078
2479.5	388.4100037
2480.5	388.3630066
2481.5	388.3160095
2482.5	388.2680054
2483.5	388.2210083
2484.5	388.1740112
2485.5	388.1270142
2486.5	388.0799866
2487.5	388.0339966
2488.5	387.9869995
2489.5	387.9400024
2490.5	387.8940125
2491.5	387.8469849
2492.5	387.8009949
2493.5	387.7539978
2494.5	387.7080078
2495.5	387.6619873
2496.5	387.6149902
2497.5	387.5690002
2498.5	387.5230103
2499.5	387.4769897
2500.5	387.45401
